,open,high,low,close,volume,adjclose,dividend,split
2024-04-27 14:44:32.786311,160.23959852963594,167.43479146952583,154.68467907891815,157.4037404364683,6334538,157.4037404364683,0.0,1.0
2024-04-28 14:44:32.786311,142.82211508080564,144.28703894783345,135.5168911189894,140.62685237975003,7349449,140.62685237975003,0.0,1.0
2024-04-29 14:44:32.786311,143.4423799437673,145.06732521826447,143.08996756512929,143.69726006885725,2206861,143.69726006885725,0.0,1.0
2024-04-30 14:44:32.786311,129.5313194565954,129.76803579169862,123.43992353811895,128.9118587972061,4119612,128.9118587972061,0.0,1.0
2024-05-01 14:44:32.786311,136.62533028388253,141.10666535506326,132.7474580189715,137.85287605145146,3891005,137.85287605145146,0.0,1.0
2024-05-02 14:44:32.786311,142.74009206212406,148.62549166933582,142.3376786248183,144.5432918311646,5936600,144.5432918311646,0.0,1.0
2024-05-03 14:44:32.786311,131.86973108382372,132.49537184783463,128.04371095021165,132.06149279720555,5736319,132.06149279720555,0.0,1.0
2024-05-04 14:44:32.786311,146.60075031956424,153.183960303844,143.95113195488932,147.46577139224794,1257681,147.46577139224794,0.0,1.0
2024-05-05 14:44:32.786311,138.30101250541432,141.4355277455669,133.68799455734805,137.8397669469658,9482626,137.8397669469658,0.0,1.0
2024-05-06 14:44:32.786311,138.68387777808553,144.76527605295226,133.65114526955205,141.06657898558373,6629481,141.06657898558373,0.0,1.0
2024-05-07 14:44:32.786311,140.72444227080226,143.8257468576337,137.99317560308748,138.10381299858514,3054780,138.10381299858514,0.0,1.0
2024-05-08 14:44:32.786311,165.94685891026424,169.27212746624042,157.97356285034533,162.78102360333114,8991208,162.78102360333114,0.0,1.0
2024-05-09 14:44:32.786311,145.40410951350762,149.47280971459344,143.49676635711262,144.26063214822506,5423408,144.26063214822506,0.0,1.0
2024-05-10 14:44:32.786311,134.14927053200992,135.19053881945067,128.79825317994704,133.95585774340805,1842186,133.95585774340805,0.0,1.0
2024-05-11 14:44:32.786311,151.7308818535156,154.2865809511681,145.76106599428275,152.89577879136155,6352727,152.89577879136155,0.0,1.0
2024-05-12 14:44:32.786311,134.2636152515578,140.048937904012,126.17571082862051,132.5992558079821,8116355,132.5992558079821,0.0,1.0
2024-05-13 14:44:32.786311,148.1201591400616,155.12709778086693,144.4728552787929,147.0336908951025,8226585,147.0336908951025,0.0,1.0
2024-05-14 14:44:32.786311,123.79224614167946,127.82796569217543,119.88366902719272,125.48571634361983,6538917,125.48571634361983,0.0,1.0
2024-05-15 14:44:32.786311,134.10659484611395,135.92202715551426,131.0431052135558,131.93791973079593,2124905,131.93791973079593,0.0,1.0
2024-05-16 14:44:32.786311,149.22647693178968,154.03156608095168,143.44526779898982,147.3257552158341,4105958,147.3257552158341,0.0,1.0
2024-05-17 14:44:32.786311,155.62977281415516,158.8103331236241,152.63604317535385,152.87917129445958,6559277,152.87917129445958,0.0,1.0
2024-05-18 14:44:32.786311,148.67590155665744,148.86461852240942,141.34509136284962,147.34555094376785,4258084,147.34555094376785,0.0,1.0
2024-05-19 14:44:32.786311,145.26879927106975,146.40300428719203,143.66280971043366,144.61274794534836,9593059,144.61274794534836,0.0,1.0
2024-05-20 14:44:32.786311,142.42824817778165,148.01101895292038,140.83730223306787,142.89555645070052,2980290,142.89555645070052,0.0,1.0
2024-05-21 14:44:32.786311,133.53071189295972,137.93004104528862,129.75531068281333,131.25873614028177,1403322,131.25873614028177,0.0,1.0
2024-05-22 14:44:32.786311,141.01794109261914,141.20899214635426,137.90425292474794,138.9828765973716,5310796,138.9828765973716,0.0,1.0
2024-05-23 14:44:32.786311,139.1343693950898,143.28510281832772,137.47188057905475,141.71229360908345,6181057,141.71229360908345,0.0,1.0
2024-05-24 14:44:32.786311,154.05233425081846,158.8415183982411,151.17325265340844,157.02726621823314,8017403,157.02726621823314,0.0,1.0
2024-05-25 14:44:32.786311,149.2882234749252,155.06977911423206,142.80347803264831,150.02958948909122,5077716,150.02958948909122,0.0,1.0
2024-05-26 14:44:32.786311,130.7040696446337,130.83288201960266,122.85530637985745,129.1003676771419,7941447,129.1003676771419,0.0,1.0
2024-05-27 14:44:32.786311,153.0347523076085,153.8313638604638,149.51489915401416,150.1089715620798,6037285,150.1089715620798,0.0,1.0
2024-05-28 14:44:32.786311,141.15289349387513,148.880257930842,138.4473476276069,143.15467170133135,2908802,143.15467170133135,0.0,1.0
2024-05-29 14:44:32.786311,140.90217597501956,142.16004254462857,138.94559711539804,140.37363713979755,8334901,140.37363713979755,0.0,1.0
2024-05-30 14:44:32.786311,152.66614334058661,158.4034468382869,148.70844419044286,153.39698266862848,2548075,153.39698266862848,0.0,1.0
2024-05-31 14:44:32.786311,160.692316029208,162.6060231654418,150.76633558454844,157.72757764254195,1493948,157.72757764254195,0.0,1.0
2024-06-01 14:44:32.786311,159.0144432229248,159.80507410807178,150.00623958804405,156.86774624610703,5168962,156.86774624610703,0.0,1.0
2024-06-02 14:44:32.786311,141.1853017953337,142.9019187540582,137.1100926031287,139.3001324600813,7520645,139.3001324600813,0.0,1.0
2024-06-03 14:44:32.786311,144.55629556147133,149.9645037554715,140.43865208964428,144.7375465711582,7689921,144.7375465711582,0.0,1.0
2024-06-04 14:44:32.786311,150.76422418726085,157.75214113050384,144.73761072046474,151.2796672810686,9383190,151.2796672810686,0.0,1.0
2024-06-05 14:44:32.786311,156.42904987849454,164.41276591030137,152.45258077818042,157.8598468756192,8228161,157.8598468756192,0.0,1.0
2024-06-06 14:44:32.786311,140.9044981815943,146.2988150445259,134.31163967538185,143.45001586330534,1780641,143.45001586330534,0.0,1.0
2024-06-07 14:44:32.786311,148.66013294137272,153.6260142023101,143.46000069903744,146.5225311124827,5466134,146.5225311124827,0.0,1.0
2024-06-08 14:44:32.786311,139.17350274709258,140.5999218671508,132.4291764078417,137.45313377642321,2554205,137.45313377642321,0.0,1.0
2024-06-09 14:44:32.786311,139.42407184165882,141.46766435186535,135.30817956998447,136.69177991303945,7606963,136.69177991303945,0.0,1.0
2024-06-10 14:44:32.786311,160.03368692967942,167.20588321793275,151.50568876890267,156.91646701515077,7651143,156.91646701515077,0.0,1.0
2024-06-11 14:44:32.786311,162.85125778256568,162.9571267624315,158.0648813469767,162.49097171427965,3551331,162.49097171427965,0.0,1.0
2024-06-12 14:44:32.786311,149.941959335377,150.58302516818742,141.01473414116597,148.34583285013073,4127748,148.34583285013073,0.0,1.0
2024-06-13 14:44:32.786311,162.07158102529797,163.75620372754523,151.85351154047405,159.23862568221693,5001070,159.23862568221693,0.0,1.0
2024-06-14 14:44:32.786311,155.09626050256904,155.3020127827551,148.31090084141346,152.95701959113566,8365624,152.95701959113566,0.0,1.0
2024-06-15 14:44:32.786311,141.58138448419555,144.3243311379871,137.89983549433487,143.02682443197074,3883791,143.02682443197074,0.0,1.0
2024-06-16 14:44:32.786311,152.92621708891986,157.6962943690121,149.86784986444914,153.22934067046876,4496605,153.22934067046876,0.0,1.0
2024-06-17 14:44:32.786311,162.68359051052113,168.61267031236488,156.92184676109443,165.13311291740695,5948600,165.13311291740695,0.0,1.0
2024-06-18 14:44:32.786311,152.24765309392728,159.0430117436678,147.25135336410048,149.53184949901038,7416438,149.53184949901038,0.0,1.0
2024-06-19 14:44:32.786311,166.37752375502112,173.17773553559746,164.51520562305313,165.6739090856126,6311499,165.6739090856126,0.0,1.0
2024-06-20 14:44:32.786311,122.62180646133984,126.08609427084558,121.2720529897111,123.9673841239377,1308623,123.9673841239377,0.0,1.0
2024-06-21 14:44:32.786311,159.60995094417015,161.680279018357,150.9091829357496,158.52122284595004,4647371,158.52122284595004,0.0,1.0
2024-06-22 14:44:32.786311,152.0249906315447,154.9111273712696,147.37980562303963,151.31003112194216,4296903,151.31003112194216,0.0,1.0
2024-06-23 14:44:32.786311,146.74951686836732,151.94283811647446,140.18196367433788,147.58684957226438,6998223,147.58684957226438,0.0,1.0
2024-06-24 14:44:32.786311,149.28801371901667,153.6642433511917,143.63033401550106,151.63189347964075,2147116,151.63189347964075,0.0,1.0
2024-06-25 14:44:32.786311,131.87483776030916,135.9903145583531,130.88861522363186,130.9759592056394,4772763,130.9759592056394,0.0,1.0
2024-06-26 14:44:32.786311,148.91315728523477,151.9614963730929,142.41278942729733,148.79229211063586,7478450,148.79229211063586,0.0,1.0
2024-06-27 14:44:32.786311,156.3825783105391,160.69910638507395,150.82146186391748,154.6974993414911,1310375,154.6974993414911,0.0,1.0
2024-06-28 14:44:32.786311,166.17659677901156,169.80029789784902,162.87255451312024,166.04267671115142,3126453,166.04267671115142,0.0,1.0
2024-06-29 14:44:32.786311,148.2782132915802,150.46135612660137,144.0431419696328,146.2183967183624,2271300,146.2183967183624,0.0,1.0
2024-06-30 14:44:32.786311,143.75137427033985,150.56844758569278,140.2950280687014,143.45352550952967,6238631,143.45352550952967,0.0,1.0
2024-07-01 14:44:32.786311,147.01573599965226,152.62883939175208,139.39698982398272,146.65825373997882,4842411,146.65825373997882,0.0,1.0
2024-07-02 14:44:32.786311,163.39236314218223,164.5370342869741,155.54632585594047,160.96720799020756,7310208,160.96720799020756,0.0,1.0
2024-07-03 14:44:32.786311,154.63873524079602,161.9790247584312,150.9097121663785,155.2380605471463,7127764,155.2380605471463,0.0,1.0
2024-07-04 14:44:32.786311,144.64138932666577,150.36781888620203,138.04477648591143,146.7903100502417,6859046,146.7903100502417,0.0,1.0
2024-07-05 14:44:32.786311,154.39195739180096,164.39619424380314,149.3790584333942,157.35794905640827,7034207,157.35794905640827,0.0,1.0
2024-07-06 14:44:32.786311,154.89825550248497,161.0930646925216,145.92129951273253,153.33341285611777,8940879,153.33341285611777,0.0,1.0
2024-07-07 14:44:32.786311,162.96695306627774,166.43174052757698,154.7143457846859,162.18644990532889,4341861,162.18644990532889,0.0,1.0
2024-07-08 14:44:32.786311,146.80552966836478,146.97046060382561,141.22592560905466,145.6168316985891,8359201,145.6168316985891,0.0,1.0
2024-07-09 14:44:32.786311,147.78165126556473,151.50644159696716,141.37321636635838,149.4981038087476,3615804,149.4981038087476,0.0,1.0
2024-07-10 14:44:32.786311,146.82391118872314,153.0259377173953,143.64914398434337,148.99100638076635,5312717,148.99100638076635,0.0,1.0
2024-07-11 14:44:32.786311,135.72654263607436,142.7984233200853,133.61915033075508,138.41430106812936,2982243,138.41430106812936,0.0,1.0
2024-07-12 14:44:32.786311,155.21479770739055,158.16144847847178,153.6672029494932,156.14801595745897,4413654,156.14801595745897,0.0,1.0
2024-07-13 14:44:32.786311,156.49558014962108,157.58601063259107,149.6985108189122,155.9347285459747,6986417,155.9347285459747,0.0,1.0
2024-07-14 14:44:32.786311,152.85099684110625,159.9212916501096,146.48844098164201,153.51267302796307,8863020,153.51267302796307,0.0,1.0
2024-07-15 14:44:32.786311,150.87474546594112,158.69772038209126,144.11984050736285,151.25302976514965,4270209,151.25302976514965,0.0,1.0
2024-07-16 14:44:32.786311,141.83909646514672,145.5672674890673,137.04515655737052,139.5825563157596,9604008,139.5825563157596,0.0,1.0
2024-07-17 14:44:32.786311,148.75872613433364,150.95191081600456,146.57551128346793,149.66717314597278,8323988,149.66717314597278,0.0,1.0
2024-07-18 14:44:32.786311,150.66810748776624,152.71950896485257,143.2924698084409,150.58384384572133,4324664,150.58384384572133,0.0,1.0
2024-07-19 14:44:32.786311,147.78353738451352,147.91942934626746,145.65952783373785,146.12557895613546,9210880,146.12557895613546,0.0,1.0
2024-07-20 14:44:32.786311,152.0410528083433,159.6522877242466,144.83408860203468,152.6728571690542,4594058,152.6728571690542,0.0,1.0
2024-07-21 14:44:32.786311,159.23743734157836,160.17495637575945,154.82919412191453,158.46358549122232,5584258,158.46358549122232,0.0,1.0
2024-07-22 14:44:32.786311,175.93597646415014,181.00747591751366,170.89952889942865,173.42229857254486,9117654,173.42229857254486,0.0,1.0
2024-07-23 14:44:32.786311,159.25656495793785,161.43881961070954,155.43427771343164,156.44358032612058,5212377,156.44358032612058,0.0,1.0
2024-07-24 14:44:32.786311,155.1884927670371,161.7723452413092,152.9699718637987,157.4106687423925,1233782,157.4106687423925,0.0,1.0
2024-07-25 14:44:32.786311,156.85973973069312,161.96882135930014,152.6991135774042,154.2280683148658,7906117,154.2280683148658,0.0,1.0
2024-07-26 14:44:32.786311,135.87931513229958,141.56119361198816,131.3915623598968,135.9221779568997,7112674,135.9221779568997,0.0,1.0
2024-07-27 14:44:32.786311,153.48340216191897,156.5816942462872,152.0623385850624,154.9821139927606,5809109,154.9821139927606,0.0,1.0
2024-07-28 14:44:32.786311,155.73194598723725,156.07267775490658,148.5691707343731,155.98691748402564,4735466,155.98691748402564,0.0,1.0
2024-07-29 14:44:32.786311,183.61359835368933,184.87030150868162,179.20693704044737,180.15439914683088,2583246,180.15439914683088,0.0,1.0
2024-07-30 14:44:32.786311,153.69033650287886,160.65398220295555,150.21380250560884,153.73573101152945,1726331,153.73573101152945,0.0,1.0
2024-07-31 14:44:32.786311,157.72432353883772,165.75139599162677,156.2834942567526,158.81217672003942,2794291,158.81217672003942,0.0,1.0
2024-08-01 14:44:32.786311,156.41716550962747,161.08944871361714,151.326341901163,155.5869482370135,7353385,155.5869482370135,0.0,1.0
2024-08-02 14:44:32.786311,142.88388885864524,148.71991897668423,140.33753860933115,144.38464819523327,5952075,144.38464819523327,0.0,1.0
2024-08-03 14:44:32.786311,164.79297905495883,173.211257648041,160.89070323611688,167.6370193539414,4898606,167.6370193539414,0.0,1.0
2024-08-04 14:44:32.786311,161.43293201080004,165.30234914710525,159.26641748652716,163.86548417302157,3878117,163.86548417302157,0.0,1.0
2024-08-05 14:44:32.786311,161.9479571006364,171.91002032558282,154.51154968700533,164.39383595394696,5481617,164.39383595394696,0.0,1.0
2024-08-06 14:44:32.786311,145.47285445589026,150.6160026299698,138.6381912296192,147.52700457293173,8374626,147.52700457293173,0.0,1.0
2024-08-07 14:44:32.786311,168.31885169716065,174.05792324337875,161.98251574226475,170.78618486760274,6287913,170.78618486760274,0.0,1.0
2024-08-08 14:44:32.786311,143.6822047325915,147.41016673108226,136.87300309033085,142.8770937676816,4733149,142.8770937676816,0.0,1.0
2024-08-09 14:44:32.786311,160.82864903054676,163.28407938196725,159.7976052421222,162.90153797096974,6316741,162.90153797096974,0.0,1.0
2024-08-10 14:44:32.786311,177.9694013830773,180.56374469301895,171.02160041916886,179.07488592842944,3804802,179.07488592842944,0.0,1.0
2024-08-11 14:44:32.786311,149.7418304868945,155.26755572112185,147.22445318121345,147.40232905638544,5157263,147.40232905638544,0.0,1.0
2024-08-12 14:44:32.786311,151.6239913954483,152.4104453412396,146.59686605730911,151.78207764902723,5488198,151.78207764902723,0.0,1.0
2024-08-13 14:44:32.786311,159.64177631707528,164.45619002430556,152.09398789304674,158.57893123329399,3733460,158.57893123329399,0.0,1.0
2024-08-14 14:44:32.786311,150.68374974963456,154.55808040967926,149.0992988735487,152.68502367861825,8084609,152.68502367861825,0.0,1.0
2024-08-15 14:44:32.786311,140.59839596016465,145.12132997817105,138.199138994252,142.35050854648154,7216538,142.35050854648154,0.0,1.0
2024-08-16 14:44:32.786311,155.7659340399681,160.97063330228858,151.8577333933714,158.68013524256577,5115362,158.68013524256577,0.0,1.0
2024-08-17 14:44:32.786311,145.55543092142597,150.13207432572815,142.31946842409366,147.5088309946071,2252557,147.5088309946071,0.0,1.0
2024-08-18 14:44:32.786311,161.56151843072948,168.86556453963365,159.2932090769804,163.0051550755826,2490687,163.0051550755826,0.0,1.0
2024-08-19 14:44:32.786311,147.28459006384847,151.4290625512743,141.60275370691218,149.21235106425536,5057025,149.21235106425536,0.0,1.0
2024-08-20 14:44:32.786311,171.17995736032037,178.9722467334265,171.14857935566604,174.04330009413144,6272864,174.04330009413144,0.0,1.0
2024-08-21 14:44:32.786311,148.55972102977233,154.43936701452236,148.3724849897965,150.8487857579563,4788963,150.8487857579563,0.0,1.0
2024-08-22 14:44:32.786311,155.35395624276902,160.7613636513416,152.6377918416451,155.59806615662455,4874910,155.59806615662455,0.0,1.0
2024-08-23 14:44:32.786311,165.12845388462569,174.91801715225475,158.51953801070832,167.09121612974067,4368045,167.09121612974067,0.0,1.0
2024-08-24 14:44:32.786311,145.98783877561695,152.16128452825416,143.65369938617013,146.78476342906706,6185773,146.78476342906706,0.0,1.0
2024-08-25 14:44:32.786311,161.52744488036814,163.26338338813733,154.01312168061204,161.50536857681053,5832691,161.50536857681053,0.0,1.0
2024-08-26 14:44:32.786311,173.75282342547501,174.0237313134828,164.08186663916894,172.43955941095612,1968616,172.43955941095612,0.0,1.0
2024-08-27 14:44:32.786311,140.78759156661783,145.3114974366149,135.5621396513581,143.43066215988225,5217733,143.43066215988225,0.0,1.0
2024-08-28 14:44:32.786311,163.4232575086792,168.2857362040072,157.15016640223243,161.4891957281802,8914520,161.4891957281802,0.0,1.0
2024-08-29 14:44:32.786311,163.2097814606599,163.62944124966998,161.3095584661698,162.37904772270403,2490036,162.37904772270403,0.0,1.0
2024-08-30 14:44:32.786311,164.92965161431184,171.8987308900811,162.67975610065926,167.73581113535553,3869729,167.73581113535553,0.0,1.0
2024-08-31 14:44:32.786311,149.89232285450564,154.3654309046683,145.7855129413006,147.68543794616423,8585159,147.68543794616423,0.0,1.0
2024-09-01 14:44:32.786311,149.46226490705388,151.96010735469633,142.76546969739064,146.98774156146493,8179156,146.98774156146493,0.0,1.0
2024-09-02 14:44:32.786311,162.64256028323663,171.93027652111184,157.3236199130448,165.54908598583933,9944718,165.54908598583933,0.0,1.0
2024-09-03 14:44:32.786311,161.9782228602446,164.30798399304416,156.88432168925786,163.43687969936482,8904428,163.43687969936482,0.0,1.0
2024-09-04 14:44:32.786311,165.10709545937462,165.72738450445763,163.00860054228195,163.10932410785438,5202271,163.10932410785438,0.0,1.0
2024-09-05 14:44:32.786311,165.83687195213042,171.87489922810633,156.3252372961311,164.206240336728,5042879,164.206240336728,0.0,1.0
2024-09-06 14:44:32.786311,152.1345278232549,157.89611085888671,151.1230727956161,154.07887366333597,3322523,154.07887366333597,0.0,1.0
2024-09-07 14:44:32.786311,161.4400366148782,168.96116914480172,158.03910374153713,163.33902048809355,5746771,163.33902048809355,0.0,1.0
2024-09-08 14:44:32.786311,163.234429709579,167.65199375006594,158.65256511476207,164.08457088683298,9640145,164.08457088683298,0.0,1.0
2024-09-09 14:44:32.786311,154.05226476485456,156.046809879508,151.93603078286242,154.1476946109451,2756124,154.1476946109451,0.0,1.0
2024-09-10 14:44:32.786311,180.9381591887459,188.34850246610617,175.4641215647983,180.086316540019,1841531,180.086316540019,0.0,1.0
2024-09-11 14:44:32.786311,165.43225445118168,172.95157671516765,164.3852604969176,166.30426327505194,1864645,166.30426327505194,0.0,1.0
2024-09-12 14:44:32.786311,149.56578434422013,154.99320004092394,148.8232041645664,149.79026173127022,2428127,149.79026173127022,0.0,1.0
2024-09-13 14:44:32.786311,170.07322099379186,172.38745099711673,163.53690649698302,168.4061954269976,6130076,168.4061954269976,0.0,1.0
2024-09-14 14:44:32.786311,149.40995429781023,156.7237815661583,144.00749800958232,152.23120527574878,9859690,152.23120527574878,0.0,1.0
2024-09-15 14:44:32.786311,168.30293822561507,173.05426025805366,164.8725063523929,169.98623065280913,5254849,169.98623065280913,0.0,1.0
2024-09-16 14:44:32.786311,175.32223965501709,176.12505836541084,173.07697092597098,173.83870304282132,8574587,173.83870304282132,0.0,1.0
2024-09-17 14:44:32.786311,156.62065827313404,163.80417107472297,148.0981518055481,154.18328670659278,7515350,154.18328670659278,0.0,1.0
2024-09-18 14:44:32.786311,172.2416499336155,173.41994327017252,168.91570691166328,172.16123381991574,9336900,172.16123381991574,0.0,1.0
2024-09-19 14:44:32.786311,167.00689615937617,174.94170571319174,163.71999217392397,166.79264443420013,2615777,166.79264443420013,0.0,1.0
2024-09-20 14:44:32.786311,168.33549770997533,174.836657194182,166.08917009977358,171.0227994021427,4512664,171.0227994021427,0.0,1.0
2024-09-21 14:44:32.786311,181.5248468912927,183.59134358863218,173.64274474165646,181.9074902660999,1973181,181.9074902660999,0.0,1.0
2024-09-22 14:44:32.786311,160.83260529917516,165.1903723582228,158.3407889864142,160.62304191689438,2491633,160.62304191689438,0.0,1.0
2024-09-23 14:44:32.786311,154.07326807664586,162.47180020118958,153.3724852351589,155.67692407071084,3061774,155.67692407071084,0.0,1.0
2024-09-24 14:44:32.786311,153.03082870200606,160.11134886225202,146.75414001961403,154.4565040553931,3790358,154.4565040553931,0.0,1.0
2024-09-25 14:44:32.786311,154.56844564383502,161.59510191771864,148.67585848697087,155.3309081393566,4860562,155.3309081393566,0.0,1.0
2024-09-26 14:44:32.786311,159.72899748439278,168.21967653539156,159.50054583679957,162.8553565322326,7976610,162.8553565322326,0.0,1.0
2024-09-27 14:44:32.786311,165.98549757016335,172.96183160711828,159.18820016886602,167.1752560119027,2765524,167.1752560119027,0.0,1.0
2024-09-28 14:44:32.786311,164.74431147202736,173.74469422988818,163.54485009538277,166.66800689439907,2250632,166.66800689439907,0.0,1.0
2024-09-29 14:44:32.786311,171.12133475014284,174.4613124296276,166.77723020580203,172.31029402882177,7210715,172.31029402882177,0.0,1.0
2024-09-30 14:44:32.786311,161.8068309542859,168.3266121587498,155.7166732397017,164.30584309460323,9526086,164.30584309460323,0.0,1.0
2024-10-01 14:44:32.786311,181.6423367504404,183.65138674660906,177.69271809238018,178.84852758475998,4243087,178.84852758475998,0.0,1.0
2024-10-02 14:44:32.786311,162.4097263816764,170.43007092840995,157.31639021587506,161.8039811181699,1909711,161.8039811181699,0.0,1.0
2024-10-03 14:44:32.786311,193.16360226661268,202.28149740697802,187.13695438190584,191.78960375380828,4711584,191.78960375380828,0.0,1.0
2024-10-04 14:44:32.786311,172.9596706725782,173.30063308807655,165.50397186075216,170.98194820292477,7913283,170.98194820292477,0.0,1.0
2024-10-05 14:44:32.786311,156.28132298313662,161.80481644303052,153.10061401029117,156.29106179847454,2619715,156.29106179847454,0.0,1.0
2024-10-06 14:44:32.786311,151.74169450660125,161.42895289708608,145.39527925718784,154.29107501938887,3590310,154.29107501938887,0.0,1.0
2024-10-07 14:44:32.786311,170.2143550010358,171.75118079603274,164.7874341540194,169.96208678979448,7314768,169.96208678979448,0.0,1.0
2024-10-08 14:44:32.786311,163.60644079515933,168.25241568202443,162.79074652414923,163.04009742146678,9324454,163.04009742146678,0.0,1.0
2024-10-09 14:44:32.786311,174.24613665057876,182.22215160075535,166.15156141275395,172.55209285300884,9815995,172.55209285300884,0.0,1.0
2024-10-10 14:44:32.786311,169.8163413027051,170.57084595748302,166.90175511615706,170.281826795186,7726451,170.281826795186,0.0,1.0
2024-10-11 14:44:32.786311,162.50117191697217,170.71079495698146,157.01830164773696,164.95852406024446,9064220,164.95852406024446,0.0,1.0
2024-10-12 14:44:32.786311,155.9952702367874,159.6957247117178,154.22841418806672,157.35623864349176,2544613,157.35623864349176,0.0,1.0
2024-10-13 14:44:32.786311,149.987107066712,157.78361744577572,143.46921980149517,150.8130662146798,2297638,150.8130662146798,0.0,1.0
2024-10-14 14:44:32.786311,162.5771576236858,170.47075209298728,161.38985469309762,161.63375157823089,8134897,161.63375157823089,0.0,1.0
2024-10-15 14:44:32.786311,175.29513429828143,183.57140034940676,170.02636539769276,174.80025167949847,8748670,174.80025167949847,0.0,1.0
2024-10-16 14:44:32.786311,167.54457191625383,172.51016390867193,161.14479201204196,168.5145638149284,3430525,168.5145638149284,0.0,1.0
2024-10-17 14:44:32.786311,157.05157826894455,163.8208362125954,146.91704309289716,154.05360122386915,8439103,154.05360122386915,0.0,1.0
2024-10-18 14:44:32.786311,169.09257615099173,176.232927825245,161.3903460302129,168.38016090686347,3456070,168.38016090686347,0.0,1.0
2024-10-19 14:44:32.786311,168.84531495995572,173.36143558005213,164.79111901455394,170.63888808300266,9878234,170.63888808300266,0.0,1.0
2024-10-20 14:44:32.786311,155.56642177198955,164.6364370808796,150.40941959755057,158.0845025610656,1288859,158.0845025610656,0.0,1.0
2024-10-21 14:44:32.786311,166.2566047217619,168.9096607073117,164.83414119177326,168.59769061989485,6008341,168.59769061989485,0.0,1.0
2024-10-22 14:44:32.786311,166.07496201305955,172.78199409494687,161.34919536860835,167.77988938226218,5749766,167.77988938226218,0.0,1.0
2024-10-23 14:44:32.786311,153.78939676811444,157.69844355728353,148.01240782715232,155.9054618568586,2546236,155.9054618568586,0.0,1.0
2024-10-24 14:44:32.786311,168.90588762615144,172.08155178444477,165.672564332663,171.0504010760103,9982913,171.0504010760103,0.0,1.0
2024-10-25 14:44:32.786311,171.72872224558478,173.88421833937034,169.21098355170693,173.21773537357245,5257341,173.21773537357245,0.0,1.0
2024-10-26 14:44:32.786311,176.24463664297687,184.79484985478274,168.90441682893567,178.57776517900552,4759834,178.57776517900552,0.0,1.0
2024-10-27 14:44:32.786311,181.25431322087638,184.33450337781392,170.99685722964048,178.4226359049644,3627988,178.4226359049644,0.0,1.0
2024-10-28 14:44:32.786311,151.65540573209643,159.83487718022624,144.35070645201068,154.2452843424071,6477093,154.2452843424071,0.0,1.0
